This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"14732","NEW YORK LAG",-73.8800,40.7792,3,"WBAN","95249"
"14733","BUFFALO NIAG",-78.7358,42.9408,215,"WBAN","95250"
"14734","NEWARK INTER",-74.1694,40.7158,2,"WBAN","95251"
"14735","ALBANY COUNT",-73.8092,42.7431,84,"WBAN","95252"
"14736","ALTOONA BLAI",-78.3169,40.3000,450,"WBAN","95253"
"14737","ALLENTOWN LE",-75.4492,40.6508,119,"WBAN","95254"
"14739","BOSTON LOGAN",-71.0106,42.3606,6,"WBAN","95256"
"14741","BROOKVILLE F",-79.1000,41.1500,427,"WBAN","95258"
"14743","CANTON 4 SE",-75.1097,44.5772,137,"WBAN","95260"
"14747","DUNKIRK CHAU",-79.2722,42.4933,203,"WBAN","95264"
"14748","ELMIRA CORNI",-76.8919,42.1594,291,"WBAN","95265"
"14750","GLENS FALLS",-73.6103,43.3411,98,"WBAN","95267"
"14751","HARRISBURG C",-76.8514,40.2172,104,"WBAN","95268"
"14752","HARTFORD BRA",-72.6506,41.7361,6,"WBAN","95269"
"14753","EAST MILTON",-71.1147,42.2122,192,"WBAN","95270"
"14755","MOUNT WASHIN",-71.3034,44.2702,1912,"COOP","95272"
"14756","NANTUCKET ME",-70.0608,41.2531,14,"WBAN","95273"
"14757","POUGHKEEPSIE",-73.8842,41.6267,51,"WBAN","95274"
"14758","NEW HAVEN TW",-72.8872,41.2639,1,"WBAN","95275"
"14761","PHILIPSBURG",-78.0833,40.9000,592,"WBAN","95278"
"14763","PITTSFIELD M",-73.2892,42.4272,364,"WBAN","95280"
"14764","PORTLAND INT",-70.3044,43.6422,14,"WBAN","95281"
"14765","PROVIDENCE T",-71.4325,41.7219,16,"WBAN","95282"
"14767","READING",-75.9667,40.3333,88,"WBAN","95284"
"14768","ROCHESTER GR",-77.6767,43.1167,162,"WBAN","95285"
"14770","SELINSGROVE",-76.8642,40.8206,135,"WBAN","95287"
"14771","SYRACUSE HAN",-76.1033,43.1092,125,"WBAN","95288"
"14772","TICONDEROGA",-73.4000,43.8833,64,"WBAN","95289"
"14773","TRENTON WSO",-74.7667,40.2167,58,"WBAN","95290"
"14777","WILKES-BARRE",-75.7267,41.3389,283,"WBAN","95294"
"14778","WILLIAMSPORT",-76.9217,41.2433,158,"WBAN","95295"
"14780","LAKEHURST NA",-74.3500,40.0333,34,"WBAN","95297"
"14787","NEWPORT STAT",-71.2833,41.5333,47,"WBAN","95304"
"14788","QUONSET POIN",-71.4167,41.5833,9,"WBAN","95305"
"14790","SOUTH WEYMOU",-70.9333,42.1500,48,"WBAN","95307"
"14792","TRENTON MERC",-74.8139,40.2767,65,"WBAN","95309"
"14793","WILLOW GROVE",-75.1500,40.2000,102,"WBAN","95310"
"14794","WESTERLY STA",-71.7989,41.3497,25,"WBAN","95311"
"14798","BINGHAMTON W",-75.9167,42.1000,277,"WBAN","95315"
"14804","MOUNT CLEMEN",-82.8183,42.6083,177,"WBAN","95318"
"14808","OSCODA WURTS",-83.4000,44.4500,188,"WBAN","95322"
"14810","PARK RIDGE A",-87.9000,41.9833,203,"WBAN","95324"
"14813","AKRON FULTON",-81.4642,41.0375,318,"WBAN","95326"
"14814","ALPENA WASTE",-83.4275,45.0606,180,"WBAN","95327"
"14817","CADILLAC WEX",-85.4167,44.2833,396,"WBAN","95330"
"14819","CHICAGO MIDW",-87.7522,41.7861,187,"WBAN","95332"
"14820","CLEVELAND HO",-81.8528,41.4050,235,"WBAN","95333"
"14821","COLUMBUS POR",-82.8808,39.9914,247,"WBAN","95334"
"14822","DETROIT CITY",-83.0100,42.4092,191,"WBAN","95335"
"14824","ESCANABA",-87.0333,45.7500,180,"WBAN","95337"
"14825","FINDLAY AIRP",-83.6686,41.0136,244,"WBAN","95338"
"14826","FLINT BISHOP",-83.7494,42.9667,235,"WBAN","95339"
"14827","FORT WAYNE I",-85.2056,41.0061,241,"WBAN","95340"
"14828","GLADWIN",-84.4908,43.9758,236,"WBAN","95341"
"14829","GOSHEN MUNIC",-85.7922,41.5272,252,"WBAN","95342"
"14830","GRAND RAPIDS",-85.6667,42.9000,213,"WBAN","95343"
"14834","JOLIET",-88.1667,41.5000,181,"WBAN","95347"
"14835","LAFAYETTE PU",-86.9369,40.4122,183,"WBAN","95348"
"14836","LANSING CAPI",-84.5789,42.7803,256,"WBAN","95349"
"14837","MADISON DANE",-89.3453,43.1406,264,"WBAN","95350"
"14838","MARQUETTE",-87.3795,46.5458,187,"WBAN","95351"
"14839","MILWAUKEE MI",-87.9044,42.9550,204,"WBAN","95352"
"14840","MUSKEGON COU",-86.2367,43.1711,191,"WBAN","95353"
"14841","PELLSTON REG",-84.7928,45.5644,215,"WBAN","95354"
"14842","PEORIA GREAT",-89.6839,40.6675,198,"WBAN","95355"
"14845","SAGINAW MBS",-84.0797,43.5331,201,"WBAN","95358"
"14846","SANDUSKY",-82.7167,41.4500,178,"WBAN","95359"
"14847","SAULT STE MA",-84.3572,46.4794,220,"WBAN","95360"
"14848","SOUTH BEND M",-86.3331,41.7072,236,"WBAN","95361"
"14850","TRAVERSE CIT",-85.5825,44.7408,188,"WBAN","95363"
"14852","YOUNGSTOWN R",-80.6739,41.2544,360,"WBAN","95365"
"14853","DETROIT WILL",-83.5261,42.2367,218,"WBAN","95366"
"14855","GLENVIEW NAS",-87.8333,42.0833,197,"WBAN","95368"
"14856","GROSSE ILE N",-83.1667,42.1000,180,"WBAN","95369"
"14858","HANCOCK HOUG",-88.4892,47.1683,327,"WBAN","95371"
"14859","GRAND MARAIS",-85.9500,46.6667,190,"WBAN","95372"
"14860","ERIE INTERNA",-80.1825,42.0800,223,"WBAN","95373"
"14861","PITTSBURGH W",-80.0000,40.4500,310,"WBAN","95374"
"14880","CHICAGO/WAUK",-87.8667,42.4167,222,"WBAN","95393"
"14881","CHICAGO",-87.6333,41.8833,180,"WBAN","95394"
"14891","MANSFIELD LA",-82.5178,40.8203,395,"WBAN","95404"
"14892","CHICAGO UNIV",-87.6000,41.7833,181,"WBAN","95405"
"14895","AKRON-CANTON",-81.4333,40.9167,368,"WBAN","95408"
"14897","WAUSAU DOWNT",-89.6267,44.9286,365,"WBAN","95410"
"14898","GREEN BAY AU",-88.1378,44.4794,209,"WBAN","95411"
"14904","LINCOLN AFB",-96.7667,40.8500,356,"WBAN","95416"
"14912","DEVILS LAKE",-98.8417,48.1069,446,"WBAN","95424"
"14913","DULUTH INTER",-92.2100,46.8369,433,"WBAN","95425"
"14914","FARGO HECTOR",-96.8111,46.9253,274,"WBAN","95426"
"14916","GRAND FORKS",-97.1839,47.9428,258,"WBAN","95428"
"14918","INTERNATIONA",-93.3975,48.5664,359,"WBAN","95429"
"14919","JAMESTOWN MU",-98.6692,46.9258,455,"WBAN","95430"
"14920","LA CROSSE MU",-91.2528,43.8789,199,"WBAN","95431"
"14921","LONE ROCK TR",-90.1814,43.2119,219,"WBAN","95432"
"14922","MINNEAPOLIS-",-93.2289,44.8831,266,"WBAN","95433"
"14923","MOLINE QUAD",-90.5233,41.4653,180,"WBAN","95434"
"14924","PEMBINA",-97.2386,48.9742,241,"WBAN","95435"
"14925","ROCHESTER IN",-92.4992,43.9047,404,"WBAN","95436"
"14926","ST CLOUD REG",-94.0514,45.5433,310,"WBAN","95437"
"14927","ST PAUL DOWN",-93.0481,44.9303,220,"WBAN","95438"
"14929","ABERDEEN REG",-98.4131,45.4433,395,"WBAN","95440"
"14930","ATLANTIC CAA",-95.0667,41.4500,353,"WBAN","95441"
"14931","BURLINGTON M",-91.1192,40.7808,211,"WBAN","95442"
"14932","DAVENPORT WB",-90.5733,41.5233,176,"WBAN","95443"
"14933","DES MOINES I",-93.6531,41.5339,292,"WBAN","95444"
"14935","GRAND ISLAND",-98.3136,40.9611,561,"WBAN","95446"
"14936","HURON REGION",-98.2231,44.3981,390,"WBAN","95447"
"14937","IOWA CITY MU",-91.5431,41.6328,198,"WBAN","95448"
"14938","KIRKSVILLE R",-92.5433,40.0972,294,"WBAN","95449"
"14939","LINCOLN MUNI",-96.7644,40.8311,357,"WBAN","95450"
"14940","MASON CITY M",-93.3269,43.1544,373,"WBAN","95451"
"14941","NORFOLK KARL",-97.4369,41.9806,472,"WBAN","95452"
"14942","OMAHA EPPLEY",-95.8992,41.3103,299,"WBAN","95453"
"14943","SIOUX CITY S",-96.3792,42.3914,334,"WBAN","95454"
"14944","SIOUX FALLS",-96.7539,43.5778,435,"WBAN","95455"
"14945","TARKIO",-95.3883,40.4344,318,"WBAN","95456"
"14947","MINNEAPOLIS",-93.2167,44.8833,255,"WBAN","95458"
"14949","BELLEVUE OFF",-95.9167,41.1167,319,"WBAN","95460"
"14950","OTTUMWA INDU",-92.4467,41.1078,257,"WBAN","95461"
"14971","LINCOLN",-96.6500,40.8000,372,"WBAN","95481"
"14972","SPENCER MUNI",-95.2017,43.1644,408,"WBAN","95482"
"14990","CEDAR RAPIDS",-91.7086,41.8844,256,"WBAN","95500"
"14991","EAU CLAIRE R",-91.4850,44.8653,270,"WBAN","95501"
"14992","REDWOOD FALL",-95.0822,44.5472,312,"WBAN","95502"
"14993","LAMONI FAA A",-94.0000,40.6500,356,"WBAN","95503"
"14994","LEXINGTON",-99.7667,40.8000,734,"WBAN","95504"
"14995","GRANTSBURG",-92.6886,45.7728,302,"WBAN","95505"
"22001","DEL RIO LAUG",-100.7833,29.3667,327,"WBAN","95832"
"22010","DEL RIO INTE",-100.9275,29.3772,304,"WBAN","95841"
"23002","HOLLOMAN AFB",-106.1000,32.8500,1267,"WBAN","95905"
"23005","WEBB AFB",-101.5167,32.2167,781,"WBAN","95908"
"23007","CHILDRESS MU",-100.2831,34.4272,595,"WBAN","95910"
"23008","CLOVIS CANNO",-103.3167,34.3833,1309,"WBAN","95911"
"23012","DENVER LOWRY",-104.9000,39.7167,1645,"WBAN","95915"
"23019","BIGGS AFB",-106.4000,31.8333,1196,"WBAN","95922"
"23021","REESE AFB",-102.0500,33.6000,1014,"WBAN","95924"
"23023","MIDLAND INTE",-102.1906,31.9431,872,"WBAN","95926"
"23036","AURORA BUCKL",-104.7500,39.7167,1726,"WBAN","95939"
"23039","LAS CRUCES W",-106.4833,32.3833,1292,"WBAN","95942"
"23040","WINK WINKLER",-103.2014,31.7797,856,"WBAN","95943"
"23041","BIG SPRING",-101.5000,32.2333,784,"WBAN","95944"
"23042","LUBBOCK INTE",-101.8231,33.6656,992,"WBAN","95945"
"23043","ROSWELL MUNI",-104.5333,33.4000,1106,"WBAN","95946"
"23044","EL PASO INTE",-106.3758,31.8111,1194,"WBAN","95947"
"23047","AMARILLO INT",-101.7056,35.2194,1093,"WBAN","95950"
"23048","TUCUMCARI MU",-103.6031,35.1822,1239,"WBAN","95951"
"23049","SANTA FE COU",-106.0889,35.6169,1934,"WBAN","95952"
"23050","ALBUQUERQUE",-106.6219,35.0356,1618,"WBAN","95953"
"23051","CLAYTON MUNI",-103.1539,36.4486,1512,"WBAN","95954"
"23052","RATON MUNICI",-104.5022,36.7414,1935,"WBAN","95955"
"23053","PAMPA",-100.9667,35.5333,985,"WBAN","95956"
"23054","LAS VEGAS MU",-105.1425,35.6542,2093,"WBAN","95957"
"23058","COLUMBUS",-107.6389,31.8297,1239,"WBAN","95961"
"23062","DENVER STAPL",-104.8694,39.7633,1611,"WBAN","95965"
"23063","EAGLE COUNTY",-106.9167,39.6500,1980,"WBAN","95966"
"23065","GOODLAND REN",-101.6986,39.3706,1114,"WBAN","95968"
"23066","GRAND JUNCTI",-108.5400,39.1342,1481,"WBAN","95969"
"23067","LA JUNTA MUN",-103.5122,38.0494,1278,"WBAN","95970"
"23070","TRINIDAD PER",-104.3378,37.2622,1750,"WBAN","95973"
"23072","CLARENDON",-100.9125,34.9413,850,"WBAN","95975"
"23078","DEMING MUNIC",-107.7206,32.2622,1311,"WBAN","95981"
"23081","GALLUP MUNIC",-108.7922,35.5111,1971,"WBAN","95984"
"23090","FARMINGTON F",-108.2292,36.7436,1675,"WBAN","95993"
"23104","PHOENIX WILL",-111.6667,33.3000,412,"WBAN","96006"
"23109","DAVIS MONTHA",-110.8833,32.1667,809,"WBAN","96011"
"23110","LEMOORE REEV",-119.9500,36.3333,73,"WBAN","96012"
"23111","LUKE AFB",-112.3667,33.5500,331,"WBAN","96013"
"23112","NELLIS AFB",-115.0333,36.2500,573,"WBAN","96014"
"23114","EDWARDS AFB",-117.8667,34.9000,706,"WBAN","96016"
"23118","STEAD AFB",-119.8667,39.6667,1532,"WBAN","96020"
"23119","MARCH AFB",-117.2500,33.9000,462,"WBAN","96021"
"23122","NORTON AFB",-117.2500,34.1000,339,"WBAN","96024"
"23129","LONG BEACH D",-118.1464,33.8117,9,"WBAN","96030"
"23130","VAN NUYS AIR",-118.4892,34.2097,235,"WBAN","96031"
"23131","GEORGE AFB",-117.3833,34.5833,869,"WBAN","96032"
"23136","CAMARILLO AI",-119.0833,34.2167,23,"WBAN","96037"
"23152","BURBANK-GLEN",-118.3575,34.2006,226,"WBAN","96051"
"23153","TONOPAH AP",-117.0903,38.0511,1644,"WBAN","96052"
"23154","ELY YELLAND",-114.8453,39.2950,1909,"WBAN","96053"
"23155","BAKERSFIELD",-119.0542,35.4344,149,"WBAN","96054"
"23156","BEAUMONT 1 E",-116.9650,33.9297,792,"WBAN","96055"
"23157","BISHOP AIRPO",-118.3581,37.3711,1250,"WBAN","96056"
"23159","BRYCE CANYON",-112.1456,37.7064,2312,"WBAN","96058"
"23160","TUCSON INTER",-110.9553,32.1314,777,"WBAN","96059"
"23161","DAGGETT BARS",-116.7858,34.8536,584,"WBAN","96060"
"23162","DELTA FAA AP",-112.5167,39.3833,1452,"WBAN","96061"
"23168","GILA BEND AI",-112.7167,32.8833,260,"WBAN","96067"
"23169","LAS VEGAS MC",-115.1553,36.0789,648,"WBAN","96068"
"23170","HANKSVILLE",-110.7153,38.3706,1313,"WBAN","96069"
"23174","LOS ANGELES",-118.3889,33.9381,30,"WBAN","96072"
"23176","MILFORD MUNI",-113.0167,38.4333,1533,"WBAN","96073"
"23177","MODENA",-113.9256,37.7981,1664,"WBAN","96074"
"23179","NEEDLES AP",-114.6189,34.7675,271,"WBAN","96076"
"23182","PALMDALE AIR",-118.0836,34.6294,769,"WBAN","96079"
"23183","PHOENIX SKY",-112.0039,33.4278,337,"WBAN","96080"
"23184","PRESCOTT LOV",-112.4208,34.6517,1537,"WBAN","96081"
"23185","RENO TAHOE I",-119.7711,39.4839,1344,"WBAN","96082"
"23188","SAN DIEGO LI",-117.1831,32.7336,5,"WBAN","96085"
"23190","SANTA BARBAR",-119.8425,34.4258,3,"WBAN","96086"
"23191","AVALON CATAL",-118.4158,33.4050,488,"COOP","96087"
"23194","WINSLOW MUNI",-110.7208,35.0281,1489,"WBAN","96090"
"23195","YUMA INTL AR",-114.6000,32.6667,63,"WBAN","96091"
"23199","EL CENTRO NA",-115.6833,32.8167,-13,"WBAN","96095"
"23202","TRAVIS FIELD",-121.9333,38.2667,18,"WBAN","96097"
"23203","CASTLE AFB",-120.5667,37.3833,60,"WBAN","96098"
"23206","MATHER AFB",-121.3000,38.5667,40,"WBAN","96101"
"23208","MCCLELLAN AF",-121.4000,38.6667,25,"WBAN","96103"
"23211","HAMILTON AFB",-122.5167,38.0667,4,"WBAN","96106"
"23213","SANTA ROSA S",-122.8103,38.5039,35,"WBAN","96108"
"23225","BLUE CANYON",-120.7103,39.2775,1608,"WBAN","96118"
"23230","OAKLAND METR",-122.2208,37.7214,2,"WBAN","96120"
"23232","SACRAMENTO E",-121.4950,38.5069,5,"WBAN","96122"
"23233","SALINAS MUNI",-121.6081,36.6636,23,"WBAN","96123"
"23234","SAN FRANCISC",-122.3981,37.6197,2,"WBAN","96124"
"23237","STOCKTON MET",-121.2258,37.8892,8,"WBAN","96126"
"23239","ALAMEDA NAS",-122.3200,37.7800,5,"WBAN","96128"
"23244","MOUNTAIN VIE",-122.0481,37.4058,12,"WBAN","96133"
"23245","MONTEREY NAF",-121.8667,36.6000,50,"WBAN","96134"
"23254","CONCORD CONC",-122.0550,37.9917,5,"WBAN","96143"
"23258","MODESTO CITY",-120.9506,37.6242,22,"WBAN","96147"
"23259","MONTEREY PEN",-121.8453,36.5881,50,"WBAN","96148"
"23271","SACRAMENTO W",-121.4169,38.5556,12,"WBAN","96160"
"23273","SANTA MARIA",-120.4486,34.8994,74,"WBAN","96162"
"23275","UKIAH MUNICI",-123.2008,39.1258,183,"WBAN","96164"
"23277","WATSONVILLE",-121.7886,36.9358,49,"WBAN","96166"
"23285","LIVERMORE MU",-121.8144,37.6978,120,"WBAN","96174"
"23293","SAN JOSE INT",-121.9242,37.3592,16,"WBAN","96182"
"24006","ELLSWORTH AF",-103.1000,44.1500,980,"WBAN","96194"
"24011","BISMARCK MUN",-100.7572,46.7825,503,"WBAN","96199"
"24012","DICKINSON MU",-102.7972,46.7994,786,"WBAN","96200"
"24013","MINOT INTERN",-101.2733,48.2553,507,"WBAN","96201"
"24015","AKRON WASHIN",-103.2317,40.1717,1421,"WBAN","96203"
"24017","CHADRON MUNI",-103.0953,42.8375,1011,"WBAN","96205"
"24018","CHEYENNE MUN",-104.8069,41.1578,1864,"WBAN","96206"
"24019","DOUGLAS",-105.3833,42.7500,1465,"WBAN","96207"
"24020","HAYES CENTER",-101.0346,40.5232,927,"WBAN","96208"
"24021","LANDER HUNT",-108.7278,42.8175,1694,"WBAN","96209"
"24022","LARAMIE REGI",-105.6744,41.3125,2215,"WBAN","96210"
"24023","NORTH PLATTE",-100.6694,41.1214,847,"WBAN","96211"
"24024","PHILIP AIRPO",-101.6011,44.0511,672,"WBAN","96212"
"24025","PIERRE REGIO",-100.2856,44.3814,531,"WBAN","96213"
"24027","ROCK SPRINGS",-109.0653,41.5942,2055,"WBAN","96215"
"24029","SHERIDAN COU",-106.9689,44.7694,1202,"WBAN","96217"
"24030","SIDNEY MUNIC",-102.9847,41.1014,1313,"WBAN","96218"
"24033","BILLINGS LOG",-108.5422,45.8069,1091,"WBAN","96221"
"24036","LEWISTOWN MU",-109.4667,47.0492,1263,"WBAN","96224"
"24037","MILES CITY F",-105.8825,46.4267,800,"WBAN","96225"
"24040","CUSTER",-107.5333,46.1333,836,"WBAN","96228"
"24044","ALLIANCE MUN",-102.8000,42.0572,1196,"WBAN","96232"
"24046","CRAIG CRAIG-",-107.5211,40.4953,1885,"WBAN","96234"
"24048","GREYBULL SOU",-108.0822,44.5169,1199,"WBAN","96236"
"24057","RAWLINS MUNI",-107.2000,41.8056,2053,"WBAN","96245"
"24061","RIVERTON REG",-108.4589,43.0642,1660,"WBAN","96249"
"24062","WORLAND MUNI",-107.9508,43.9658,1272,"WBAN","96250"
"24088","MOORCROFT 3",-104.9292,44.2169,1318,"WBAN","96276"
"24089","CASPER NATRO",-106.4636,42.8975,1627,"WBAN","96277"
"24090","RAPID CITY R",-103.0536,44.0433,963,"WBAN","96278"
"24091","IMPERIAL MUN",-101.6200,40.5100,998,"WBAN","96279"
"24101","OGDEN HILL A",-111.9667,41.1167,1459,"WBAN","96288"
"24103","DUGWAY PROVI",-112.9333,40.1833,1329,"WBAN","96290"
"24106","MOUNTAIN HOM",-115.8667,43.0500,912,"WBAN","96293"
"24110","MOSES LAKE G",-119.3192,47.2078,365,"WBAN","96297"
"24112","MALMSTROM AF",-111.1833,47.5167,1056,"WBAN","96299"
"24114","FAIRCHILD AF",-117.6500,47.6333,743,"WBAN","96301"
"24118","FORT BRIDGER",-110.4167,41.4000,2141,"WBAN","96305"
"24119","BATTLE MOUNT",-116.8919,40.6119,1384,"WBAN","96306"
"24120","COALVILLE SA",-111.4000,40.9167,1763,"WBAN","96307"
"24121","ELKO REGIONA",-115.7886,40.8289,1533,"WBAN","96308"
"24125","LUCIN",-113.9000,41.3500,1362,"WBAN","96311"
"24126","OGDEN HINKLE",-112.0114,41.1961,1362,"WBAN","96312"
"24127","SALT LAKE CI",-111.9694,40.7781,1288,"WBAN","96313"
"24128","WINNEMUCCA M",-117.8072,40.9019,1309,"WBAN","96314"
"24130","BAKER CITY M",-117.8086,44.8428,1024,"WBAN","96316"
"24131","BOISE AIR TE",-116.2406,43.5667,858,"WBAN","96317"
"24132","BOZEMAN GALL",-111.1608,45.7881,1349,"WBAN","96318"
"24133","BURLEY MUNIC",-113.7661,42.5417,1262,"WBAN","96319"
"24134","BURNS FEDERA",-119.0500,43.5833,1262,"WBAN","96320"
"24135","BUTTE BERT M",-112.5006,45.9647,1678,"WBAN","96321"
"24136","COEUR D ALEN",-116.8167,47.7667,703,"WBAN","96322"
"24137","CUT BANK MUN",-112.3753,48.6033,1170,"WBAN","96323"
"24138","DILLON AIRPO",-112.5544,45.2575,1585,"WBAN","96324"
"24139","DRUMMOND",-113.1761,46.6383,1219,"WBAN","96325"
"24140","DUBOIS FAA A",-112.2167,44.1667,1564,"WBAN","96326"
"24141","EPHRATA MUNI",-119.5136,47.3044,381,"WBAN","96327"
"24142","GOODING 2 S",-114.7167,42.9167,1088,"WBAN","96328"
"24143","GREAT FALLS",-111.3822,47.4733,1117,"WBAN","96329"
"24144","HELENA REGIO",-111.9636,46.6056,1167,"WBAN","96330"
"24145","IDAHO FALLS",-112.0672,43.5164,1441,"WBAN","96331"
"24148","LA GRANDE MU",-118.0000,45.2833,827,"WBAN","96334"
"24149","LEWISTON NEZ",-117.0144,46.3747,438,"WBAN","96335"
"24150","LIVINGSTON M",-110.4408,45.6983,1415,"WBAN","96336"
"24151","MALAD CITY",-112.2872,42.1492,1362,"WBAN","96337"
"24154","MULLAN PASS",-115.6450,47.4569,1837,"WBAN","96340"
"24156","POCATELLO RE",-112.5711,42.9203,1353,"WBAN","96342"
"24157","SPOKANE INTE",-117.5278,47.6214,717,"WBAN","96343"
"24158","STREVELL",-113.2500,42.0167,1609,"WBAN","96344"
"24159","SUPERIOR",-114.8903,47.1928,826,"WBAN","96345"
"24160","WALLA WALLA",-118.2869,46.0947,355,"WBAN","96346"
"24162","ONTARIO MUNI",-117.0128,44.0206,668,"WBAN","96348"
"24163","PASCO TRI CI",-119.1167,46.2667,124,"WBAN","96349"
"24164","BIG PINEY MA",-110.1075,42.5844,2124,"WBAN","96350"
"24172","LOVELOCK DER",-118.5692,40.0681,1189,"WBAN","96358"
"24193","WENDOVER USA",-114.0358,40.7206,1291,"WBAN","96379"
"24199","BAKER KBKR",-117.8333,44.7667,1050,"WBAN","96385"
"24201","GRAY AAF",-122.5833,47.0833,90,"WBAN","96386"
"24203","EVERETT PAIN",-122.2833,47.9167,182,"WBAN","96388"
"24207","TACOMA MCCHO",-122.4833,47.1500,88,"WBAN","96392"
"24213","EUREKA",-124.1603,40.8106,6,"WBAN","96397"
"24215","MOUNT SHASTA",-122.3328,41.3325,1077,"WBAN","96399"
"24216","RED BLUFF MU",-122.2536,40.1519,108,"WBAN","96400"
"24217","BELLINGHAM I",-122.5372,48.7939,45,"WBAN","96401"
"24219","THE DALLES M",-121.1672,45.6186,72,"WBAN","96402"
"24220","ELLENSBURG B",-120.5303,47.0339,538,"WBAN","96403"
"24221","EUGENE MAHLO",-123.2206,44.1278,108,"WBAN","96404"
"24222","EVERETT SNOH",-122.2803,47.9078,185,"WBAN","96405"
"24223","KELSO WB AP",-122.9000,46.1333,5,"WBAN","96406"
"24225","MEDFORD ROGU",-122.8722,42.3811,395,"WBAN","96408"
"24227","OLYMPIA AIRP",-122.9033,46.9733,63,"WBAN","96410"
"24229","PORTLAND INT",-122.6003,45.5908,6,"WBAN","96412"
"24230","REDMOND ROBE",-121.1392,44.2558,928,"WBAN","96413"
"24231","ROSEBURG REG",-123.3547,43.2389,160,"WBAN","96414"
"24232","SALEM MCNARY",-123.0011,44.9050,62,"WBAN","96415"
"24233","SEATTLE SEAT",-122.3139,47.4444,113,"WBAN","96416"
"24234","SEATTLE BOEI",-122.3008,47.5303,6,"WBAN","96417"
"24235","SEXTON SUMMI",-123.3642,42.6003,1168,"WBAN","96418"
"24237","STAMPEDE PAS",-121.3372,47.2933,1206,"WBAN","96420"
"24239","TACOMA CITY",-122.4333,47.2500,82,"WBAN","96422"
"24241","TOLEDO WINLO",-122.8167,46.4833,116,"WBAN","96424"
"24242","PORTLAND POR",-122.4089,45.5511,9,"WBAN","96425"
"24243","YAKIMA AIR T",-120.5428,46.5683,324,"WBAN","96426"
"24244","SEATTLE NAS",-122.2667,47.6833,15,"WBAN","96427"
"24255","WHIDBEY ISLA",-122.6667,48.3500,10,"WBAN","96438"
"24259","MONTAGUE SIS",-122.4717,41.7806,803,"WBAN","96442"
"24274","PORTLAND WB",-122.6667,45.5333,9,"WBAN","96457"
"24281","SEATTLE PORT",-122.3000,47.6500,6,"WBAN","96463"
"24283","ARCATA EUREK",-124.1086,40.9781,61,"WBAN","96465"
"24284","NORTH BEND M",-124.2436,43.4133,2,"WBAN","96466"
"24285","NEWPORT MUNI",-124.0500,44.5833,37,"WBAN","96467"
"24286","CRESCENT CIT",-124.2367,41.7803,17,"WBAN","96468"
"53119","HANFORD MUNI",-119.6289,36.3189,76,"WBAN","98037"
"53120","RAMONA AIRPO",-116.9158,33.0375,425,"WBAN","98038"
"53121","OCEANSIDE MU",-117.3494,33.2194,9,"WBAN","98039"
"53123","LAS VEGAS AI",-115.1958,36.2117,671,"WBAN","98040"
"53139","STOVEPIPE WE",-117.1450,36.6019,26,"WBAN","98049"
"53802","MATTOON/CHAR",-88.2803,39.4781,220,"WBAN","98052"
"53819","PEACHTREE CI",-84.5669,33.3553,243,"WBAN","98068"
"53820","EVERGREEN MI",-87.0442,31.4156,79,"WBAN","98069"
"53838","GAINESVILLE",-83.8303,34.2719,389,"WBAN","98074"
"53841","FRANKFORT CA",-84.9033,38.1847,245,"WBAN","98075"
"53842","INDIANAPOLIS",-86.2958,39.8250,251,"WBAN","98076"
"53844","LANCASTER FA",-82.6572,39.7556,265,"WBAN","98077"
"53850","CLEMSON OCON",-82.8864,34.6719,272,"WBAN","98078"
"53852","DECATUR PRYO",-86.9453,34.6525,180,"WBAN","98079"
"53853","DESTIN FORT",-86.4717,30.4000,7,"WBAN","98080"
"53854","ORANGEBURG M",-80.8581,33.4617,60,"WBAN","98081"
"53855","HAMILTON BUT",-84.5247,39.3644,193,"WBAN","98082"
"53858","PASCAGOULA L",-88.5317,30.4633,4,"WBAN","98083"
"53859","DAYTON WRIGH",-84.2264,39.5936,293,"WBAN","98084"
"53860","JACKSONVILLE",-81.5147,30.3361,12,"WBAN","98085"
"53862","PERRY FOLEY",-83.5736,30.0719,14,"WBAN","98086"
"53863","ATLANTA DEKA",-84.3022,33.8750,305,"WBAN","98087"
"53864","ALABASTER SH",-86.7833,33.1833,178,"WBAN","98088"
"53865","SLIDELL AIRP",-89.8222,30.3433,9,"WBAN","98089"
"53866","SHELBYVILLE",-85.8033,39.5781,245,"WBAN","98090"
"53867","COLUMBIA OWE",-80.9958,33.9706,65,"WBAN","98091"
"53870","GASTONIA MUN",-81.1558,35.1967,243,"WBAN","98094"
"53871","ROCK HILL YO",-81.0575,34.9869,204,"WBAN","98095"
"53872","MONROE AIRPO",-80.6206,35.0169,207,"WBAN","98096"
"53873","CARTERSVILLE",-84.8486,34.1231,233,"WBAN","98097"
"53874","GREENWOOD CO",-82.1592,34.2486,192,"WBAN","98098"
"53879","LEES SUMMIT",-94.3714,38.9597,304,"WBAN","98103"
"53901","WEST PLAINS",-91.9025,36.8781,373,"WBAN","98105"
"53902","CONROE MONTG",-95.4139,30.3567,75,"WBAN","98106"
"53903","HUNTSVILLE M",-95.5861,30.7439,112,"WBAN","98107"
"53904","ST CHARLES C",-90.4281,38.9286,133,"WBAN","98108"
